;Job_description;Label_true;Label_pred
183;argo logica societ informatica fornisc consulenza termini progettazion analisi sviluppo gestion applicazioni divers are inform technolog sistemi erp modo particolar area sap system integr busi intellig data warehous web applic nell ottica ulterior sviluppo ricerca develop net deve occuparsi sviluppo applicativi busi tecnologia microsoft prevalentement c framework net sviluppo web asp net conoscenza base lato javascript html jqueri jason sviluppo componenti servizi interrogazion realizzazion web servic realizzazion window servic realizzazion wcf sviluppo codic programmazion oggetti classi overload overrid ereditariet databas concetti base definizion databas relazionali implementazion store procedur reportistica report servic crystal report;Web Developer;Web Developer
184;siamo ricerca sviluppatori full stack esperienza sviluppo soluzioni web app front end back end linguaggi programmazion richiesti php phyton rubi javascript ajax nodej framework programmazion richiesti laravel codeignit rail expressj reactj vuej framework app richiesti preferenziali react nativ ionic xamarin il lavoro svolg solament sede orari retribuzion concordar secondo esperienza candidati sono gradit competenz sistemistich si offr primi mesi contratto tempo determinato trasform contratto tempo indeterminato commercio luogo lavoro giovan dinamico concret possibilit crescita azienda non ricerca freelanc non inviar cv rispettano requis contatta utent sviluppator front end angular f informatica opera mercato italiano softwar servizi it specializzata erogazion servizi consulenza are applic esistemistich realizzazion soluzioni personalizz l organico attivo territorio inserito unit organizz molto competenti specializz piano funzional tecnologico costituito maggior part professionisti grado risolver variat problematich molteplici settori grazi esperienz acquisit costant aggiornamento professional garantito formazion interna f informatica opera territorio nazional governando azienda sede corsico mi sede roma www f informatica it sviluppator front end angular f informatica societ specializzata consulenza ambito it seleziona sviluppatori front end vari livelli senior ricerca profili angular senior junior risorsa senior la risorsa dovr occupar realizzazion pagin front end linguaggio angular superior creazion servizi node js risorsa junior risorsa junior minimo conoscenz angular framework simili es react vue affiancar risorsa pi senior si dovranno occupar realizzazion pagin front end linguaggio angular creazion servizi node js si offr contratto assunzion libero professionista collaborazion p iva retribuzion definir fase conoscitiva base senior contatta utent contatta utent ricerch simili full part full timepart full time part full time contratto full time snowboard segnalazion gi inviata grazi averci aiutato far rispettar regol pubblicazion annunci spiacenti invio segnalazion riuscito riprova oppur contatta assistenza clienti ho letto informativa privaci do consenso ricever email offert rel kijiji do consenso ricever email promozionali part terzi inclus societ gruppo ebay conferma esser robot cliccando invia accetti condizioni sito;Java Developer;Java Developer
185;full stack develop academi h n;Web Developer;Web Developer
186;dovr occuparsi intera gestion sistemi informatici azienda gestion infrastruttura informatica sistemi operativi reti aziendali installazion configurazion hardwar softwar monitoraggio analisi perform sistema informatico reti dati fonia manutenzion ordinaria sistemi aggiornamenti installazion sistemi backup troubl shoot problemi guasti tecnici supporto assistenza staff problematich hardwar softwar;System Analyst;System Analyst
187;itconsult ricerca java junior develop maturato esperienza almeno anno ruolo la risorsa dotata proattivit capacit affrontar problemi operativi tenendo conto implicazioni efficienza grand autonomia capacit raggiunger obiettivi prefissati l attivit lavorativa preved inizialment modalit smart work poi successivament sar rientro sede napoli;Java Developer;Java Developer
188;argo logica societ informatica fornisc consulenza termini progettazion analisi sviluppo gestion applicazioni divers are inform technolog sistemi erp modo particolar area sap system integr busi intellig data warehous web applic nell ottica ulterior sviluppo ricerca sviluppator net core;Java Developer;Java Developer
189;amb solut occupa progettazion programmazion attivazion sistemi integrati gestion impianti servizio edifici build autom per ampliamento organico ricerchiamo tecnico programmator controllori digitali destinati automazion edifici build automaton plc;Programmer;Programmer
190;consult adecco engin technic umbria ricerca societ operant settor progettazion sviluppo progetti gestionali complessi aziend sviluppator programmator senior esperienza inserimento team lavoro strutturato svolger attivit programmazion comportano progettazion codifica revision codic collaudo stesura documentazion applicazioni softwar erp la figura ricercata nello specifico candidato occup analizzar apportar modifich manutener programmi procedur comprender processi aziendali clienti dimostrando capacit analisi preparar documenti descrivono dettaglio progettazion funzionamento risoluzion problemi manutenzion applicazioni lavorar team contribuir miglioramento procedur processi sviluppo supportar attivit test bug fix richiesta requis laurea informatica ingegneria;Programmer;Programmer
191;siamo ricerca net develop possa entrar fare part team collaborando migliori professionisti sviluppar insiem propri potenzialit conoscenz;Web Developer;Web Developer
192;adecco italia seleziona giovan innovativa societ it operant ambito market pubblicit senior softwar engin maturato esperienza ruolo settor avr responsabilit progettar sviluppar testar prodotti richiesti aziend clienti coordinando piccolo team risors collaborando altri sviluppatori determinar strategia prodotto sviluppar progettar codic base esigenz progetti esser futuri collaborar coordinar team multidisciplinar design sviluppatori amministratori sistema crear ambienti test tutoraggio programmatori junior;Software Engineer;Software Engineer
193;avviso di selezion per la copertura di un posto a tempo pieno e determinato della durata di anni rinnovabil per la posizion di direttor general selezion direttor general calendario colloqui tecnico motivazionali per consolidata realt internazional operant mondo audiologia ricerca tecnici audioprotesisti inserir centri acustici milano roma le figur inserit dovranno gestir piena autonomia processo riabilitativo pazient ipoacusico accoglienza applicazion apparecchi acustici assistenza clienti post applicazion riabilitazion continua messag upload cv brows maximum upload file size mb;System Analyst;System Analyst
194;cerchiamo sistemista formator percorsi ambito it se diplomato richied esperienza settor;System Analyst;System Analyst
195;la figura ricercata verr inserita interno reparto sviluppo sar coinvolto progetto innovativo punto vista tecnologico tratta piattaforma web ideata brevettata client stesso rivolg grandi aziend clienti obiettivo migliorar gestion infrastruttur aziendali;Web Developer;Web Developer
196;full stack develop la risorsa selezionata rispondendo responsabil riferimento entrer far part team azienda italiana sviluppo molto orientata risors formazion dovr occupar sviluppo soluzioni front end back end integrazion cloud integrazion api kelli servic spa iscritta data albo informatico agenzi lavoro sez i prot n sg i candidati ambosessi l invitati legger sito www kellyservic it informativa privaci art d lg;Web Developer;Software Engineer
197;cerchiamo sistemista senior esperienza minima anni inserir team work important client sede agrat brianza la risorsa dovr gestir monitorar attivit configurazion manutenzion infrastruttura it piattaforma virtualizzata l attivit consulent specializzato societ svolger direttament presso sedi clienti situati territorio nazional;System Analyst;System Analyst
198;dopo aver superato scrupoloso processo selezion migliori candidati inser percorso academi formazion intensiva strutturata durata settiman verranno approfond vari moduli formativi ambito sharepoint piattaforma softwar content manag system cm sviluppata microsoft permett creazion distribuzion particolari siti web una volta concluso corso candidati coinvolti interno progetti modo confrontarsi ambient dinamico giovan tecnologicament innovativo nello specifico candidati assunti occuperanno estrazion analisi dati gestion databas;Web Developer;Web Developer
